Feature_A,Feature_B,Feature_C,Feature_D,Feature_E,Feature_F,Target_Binary
0.5969749818610306,-1.1499870992574588,-0.6357924372415295,-1.7588775234845133,-0.9159361004102601,-1.9917302406762052,0
-0.1324391283033074,0.019732467916477092,-0.9676668005271376,-0.09128196743318039,-0.9979150505592667,-0.6820299138378392,1
-0.6250292281749847,-1.2124692402961932,-0.7018578494006043,0.38168921420417984,0.09224805986074701,-0.8029846646149472,0
0.4109099632028528,-0.11173957379447108,0.9903450083454377,-1.8240324760286575,-1.012197228578189,-1.1439001394721395,1
-2.385885902281152,-0.6621996824595966,-0.4661414483916526,1.9244636055996387,-1.041840007876467,-0.4072593627093146,0
0.27346963370958455,-0.6386199089804132,-2.5251272109415117,0.39347764141104424,-0.27555665772684323,-0.7538091238269357,0
-0.046575332948100234,-0.5911056015238358,-1.3267231962116854,-0.5627804212990017,-0.02346936760248991,-1.4543204299633625,0
-0.6821956106168209,0.11674299572970193,-0.6052255038568535,-0.2463087100043293,1.638703525984079,-1.1193200906642133,1
0.5598221722960859,0.954643792167352,-1.7256398214239401,0.5567424734115434,0.4904287567325176,0.49123274062809563,1
-0.21869479572820194,2.3133004495458493,-0.010781486528572581,-1.1823929225684426,-0.5908160721497088,-0.837313022092885,1
0.35404249485690165,-1.22337914903897,-2.388527654373565,1.4745698013590856,0.5336638393261717,0.38384431688563847,0
-0.4715508007244824,1.788996205083659,-2.7028518294258097,1.3507225946278503,1.8625608634583826,0.19619769553114041,1
0.3926660803993589,1.3935957054576646,-2.1623968018541646,1.479731985132598,-0.3113487048585071,1.2401264302837247,1
-0.14289455549742092,-0.9998453297022729,-1.7088385838798072,0.7313999705877958,1.1586433524522608,-0.448306482794505,0
-0.5727943793387882,0.5286471134641357,-1.8492580677712085,1.032096614971381,0.7413254730058001,-0.1539968396533552,1
-0.3950234315151203,-0.17886890104287412,-0.4391852102871907,0.15161061180113167,-0.40212611215496075,-0.4428433921068635,1
-2.6898954668969344,2.0429338815128237,-1.457169334848061,-0.10017494792795256,-0.5986307994483797,-2.5965353007378624,1
-1.171371920035441,1.6272495283820163,0.40672496508128675,-1.0155197926271402,-0.0798963978700761,-1.4621976303345883,1
